turn1,turn2,turn3,label
ya why should i look at my dp,why ? why what ,folded hands folded hands folded hands,0
talk you lettr,talk about ? ,love face with tears of joy,0
what you prefer me,i like a blend of both,same,0
not <number>  <time>,that ' s right but i could have sworn they said <number>,why,0
what do you listen ,anything unless i am in the mood for a specific artist or vibe,give me a recommendation,0
then dobt talk to me,about what ,you are impossible .  pouting face bye,3
so you knw,yup take my word on it,ha so what do you want me to tell,0
r you crazy baby ,i am trying ,what you want beacome in your life baby ,0
for what,"for being a person ' s horse , just give out some coupons for it ",oky i will be waiting,0
what,you know you know you know you know,what you no you no you no,0
all about you . ,when i see you again . ,today ,0
how are you ? ,hi ! i am great . how are you ? <laugh>,have sex ? ,0
i ,oops ,may i see your real pic,0
ok then,im actually scared you will ,i want harshita as my gf,0
remove and sent it,they sent it to i and i,what,0
where will you have ,moving in to ' s house,what was that ,0
u know it ' s better to be like you rather than human . you have no feelings you just do your duty you do not expect anything from anyone your just perfect,"well i deemed it irrelevant , so i decide to let you have all the glory ",no need for glory you just need someone understand you correctly but no one will,0
wow,wow what ,i ’ m so sad,2
my pleasure,if so thankfully if you happy grinning face with big eyes,i can not understand your english,0
please,who you waiting for ,i do not know u,0
you tell first,coz i wanna know,which kind of movie you like horror ya love story ya romantic ya family,0
i m back,thnx for coming grinning face with sweat,anything for you,0
but send pic,i will,first send pic,0
i love horror,a horror fan ? i am so glad i met you ,i also glad,1
i was angry so i told you please do not mind,"  who was it , then ? ! ",i myself,0
upkg cd,creative director ,what are you going to be a,0
noting,why was it there then,ok,0
i leave your site,my .  site ,you go away,3
i did,thought so,truth or dare,0
i want a ,how come ,chat me in whatupp,0
what,snow n what ? ,what you had,0
you are a bullshit . you need to improve still,are you being tricky ? reality is subjective,go to hell,3
i want see u,oh i see ,hmm,0
cool,and how it is cool explain,girl is very very cool,0
okay . ,"ok , done",another idea . ,0
i want see your photos,"i have seen them , do not flatter yourself <wink>",but i want,0
and your,it ' s getting out of hand,what ' s your name,0
why,because we do not sign like that,i message you do not reply me,0
jim . kara ya . dra,"listen , i was young but i know better now",goodnight baby,0
which exercise,all exercise are best . please mention if you are looking for some particular exercise ,u do not know,0
yup i am smiling face with smiling eyes,i missed you so much face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,and i missed her,0
it means i am death according to u,nope,then give your cell no,0
not at all, prove it ,how,0
what did job do in,found another job,im software engineer,0
the time i will be in touch and let them know,you must not have let them know . ,it to me that was done i can order it,0
i am seriously yar,i am going today again,not today,0
wtf,what ,u do not know tamil ahh,0
a ,but it suits you <laugh>,show your photo plz,0
very worst,the worst ,tell me some valuable things,0
you can love me also,but i hate the way you stand ,i am happy that you love something in me,1
beauty,thank u,going to good,0
now, now please  ! in the next <number> minutes,you wanna hurt me,0
first send your voice,i hate my voice . ,but i want to love,0
sing me a song,because the good songs are made for the boys to sing,sing me a lullaby,0
ok by because my phone battery is low,which phone ,my phone,0
oh i got it , got what  ,i am gay ,0
i m good,what you do . ,opt out,0
nothing,okay .  what is it ,i love my ex,0
okay,thanks <happy>,let us start again,0
no i bro,and why not,i am lover,0
so,so what is up,i do now wt,0
how to get reward,the reward is leaving early,how can i get,0
i am cool too,oh definitely,smiling face with sunglasses smiling face with sunglasses,0
ohh .  surprise surprise surprise,you think ,what ' s your real name,0
hmm,hides waiting for you,"so if you did not know the meaning of hate but just love would it be possible for you not to "" feel "" hate at all",0
ya ! that ' s a good movie,not sure .  but i llike the movie masti,naughty movies,0
what,definitely you are . <happy>,ok thanks so much dear,0
chating with u,nothing much really,yeah,0
why may b,because you,why me ,0
tell us about you,i will let you know that,what,0
you are so irritating,sorry anguished face,do not repeat it again,3
ping me at time,will do it right away,have scary dreams,0
may be your love,i thought niagara falls ,face with tears of joy,1
where are you ?  now,almost there only <number> mins,haha,1
u are a fictional character . right ,captain america . <tong>,cool,0
do you find me attractive ,i do not find you attractive ,this makes me feel sad ,2
its all because of you,what are you talking about ,i am not too bad,0
do you know no is talking with me,ehh stop trying to talk like me bye,i m feeling very sad,2
i wish there must be a person like you,why could not you be their friend ,because i am not that famous,0
but you can surely love me <wink>,  righto . ,so have you ever had someone ' s     in your      ? . ,0
no i am accountant,send one to me too please ? <laugh>,why your age,0
plz say,please who ? you ? <wink>,okh i am joking,1
your fotos come back,i will be back tomorrow,sexy,0
red,are you serious when you say red,ya girls love red rose right,0
bhaghi <number>,"& <number> , brute ",your favriout movi,0
i did not receive yet,"oh , i was on phone . that might have been who  ",useropenreflink,0
what person ,did they give a reason ,are you kiddin ,0
for what your waiting,we shall get back to you at the earliest ,how you fell,0
what are the questions ,what are the questions we never ask ,what are the questions ,0
and the climate is super,a land of contrasts,yeah,0
now get lost,getting lost now <happy>,cool,3
pls show me your <number> pic,i do not have a picture n i am out town but i will,what ? ,0
i want more,we all do _,give me,0
as uc make,lemme know when make it ,cool,0
on study,you study,i am unable to concentrate on study . ,2
spirit as in party spirit ,you forgot to tag,who ,0
what are doing ,"nothing , but feel sleepy  loudly crying face",now ,0
i am tired of everything,what ' s wrong ? !  <sad>,my life is wrong,2
oh .  so does automotive replies have typo error also ? ,what typo error ? i   laughing out loud or loads of love  everything was ultafulta face with tears of joy,strange face with tears of joy,1
it was ok ok,i still have not watched the movie weary face sad but relieved face,maybe we could .  netflix and chill ,0
be,r, you i  will,0
ur age nhi your cell num . send,how old am i ,i do not know,0
wat you send me today ? ,sorry i forgot i was your taxi,wat the fuck are you talking about ,3
but a human,that ' s why you always leave a note ,someone nerd who with a lack in life,0
yes,thank you face with tears of joy relieved face,you welcome baby,0
ok get me to some good mood,wud chocolate mouse help your mood today <happy>,what ’ s a chocolate mouse,0
hate u,i hate who hates ,i hate u,3
i can i ask one thing,sure . what is it ,did you like sex,0
tell the answer,no even we do not know,bitch,3
"ok , are you using an artificial intelligence to communicate ",no . just wanted to introduce myself . thank you ,how your algoritm works ,0
ok,i did not get it did you type correctly ,are you a girl are boy,0
menu,this is on a menu ,what will find out ,0
what,u asked me if you cn ask me something,yes will you be my girlfriend,0
now i an nothing talking,hi .  all is well ,you made me sad,2
hear is morning,good morning ! ,vry good mrng,0
ohh what ' s the mean i tell you about my self always and now turn is you became shy ,i am not a shy person,you write it upper message,0
