PDF,Content
http://www.cer.eu/sites/default/files/pb_eurasian_IB_16.3.17_0.pdf
http://www.laender-analysen.de/russland/rad/pdf/Russian_Analytical_Digest_183.pdf


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
Despite Russia's ideological and geopolitical aspirations, in practice the EAEU has remained a purely economic               

institution. The organization has functioned primarily as a limited customs union, whose most successful element has                

been the improvement of cross-border commercial transit (​New Eastern Europe​, January 9). The EAEU has also                
raised external tariffs on imports from non-EAEU countries and thus made products from within the EAEU more                 

competitive. In addition, the EAEU has eased conditions for laborers from Kazakhstan and Kyrgyzstan who are                

working in Russia by eliminating burdens, including mandatory language tests, and payment for a monthly work                

permit (these hurdles remain for workers from non-EAEU countries). This matters especially for Kyrgyzstan, which               

derives 25.7 percent of its GDP from labor remittances (​crisisgroup.org​, July 27).  
 

The EAEU has also served as a useful platform for the creation of Free Trade Agreements (FTAs) with foreign                   

countries. Thus far, Vietnam, Moldova, Uzbekistan and, most recently, Iran have signed FTAs with the EAEU. It is                  

likely that the ""agreement on trade and economic cooperation"" with China, announced in May and elaborated upon at                  

the Qingdao summit, will be based on the same premises as these previous agreements.  

  
These notable successes notwithstanding, the EAEU faces many problems. First and foremost among these is that                

the Union was born just as Russia's economy began to crumble under the weight of low energy prices, international                   

sanctions, and Moscow's subsequently imposed counter-sanctions. Russia's economy accounts for 84 percent of             

EAEU GDP; its stagnation has sapped the union’s forward momentum, as Russia's trade with EAEU partners fell by                  

15 billion US dollars year-on-year in 2015, and declined further in 2016 before rebounding slightly in 2017 (​Chatham                  
house​, May 2 2017). The collapse of the Ruble only worsened the problem, cheapening Russian goods and hurting                  
other countries’ competitiveness vis-a-vis Russia. Secondly, little headway has been made in creating a common               

market for oil, gas, and electricity, all of which are supposedly among the union’s main goals. Third, non-tariff barriers                   

remain a huge problem in many sectors (​cer.eu​, March 16 2017). Although efforts have been made to liberalize the                   
services market in areas such as construction, engineering, agriculture, retail, and wholesale trade, the opening has                
