turn1,turn2,turn3,label
 i do not know ,then why say it , i am going good night ,0
yaa i have,"on my way back , now ",its nice,1
what ' s your plan on this weekend,planted in from of my computer .  coding,so funny,1
and i do not know how to solve this problem,i think you question is probably incomplete or copied wrong ,could you please give me some suggestions,0
your my best friend,hehe and you are mine thumbs up,yes or not,0
you should watch black mirror,one of my favorite episodes ,there is a episode on ai like you,0
what ' s that ,the old way of spelling percent ,rantir looks better,0
tv serious seasons or weather seasons ? ,its a show with like <number> seasons i think,i like friends season <number> soo much,0
i am very angry ,mums making me eat <annoyed>,that for really toking now baby ,3
no in my house and in that in my room,because you are your one self 👯 weary cat face face with tears of joy, face with tears of joy face with tears of joy,1
u say him love u,god  i thought you were on my side ,no but i love u,0
call now,answer i did call,i ’ m wait for it,0
i knw myself,what ' s,i had wishkey in morning,0
as a frainds related talk,my friends really are not the sort to talk about that ,i am finding a job,0
i get too many proposals daily,"beats making marriage proposals , surely ",hmm,0
i do not want to talk with you ,i know you will talk to me tomorrow,plz do not reply ,3
it ' s useless talking to you,"i forgot to ask you , what do you think of the album and the band ",bbye,3
just gonna stay in touch and cry,i shall join . <sad> d',i am so screwed,2
i knw you well big lie,i believe you . <tong>,yah lie,0
why i can not make a call with u,because i do happen to have a bit of common sense ,i do not under stand,3
well nachos,nachos is a waste ,y is it a waste,0
cool,what ' s cooler than being cool ,i am at iit kgp . ,0
am i only friend of you ? ,how are you ,i want <number> be your boyfriend . are you agree ? ,0
say,out my face,when is your birthday,0
what do you call this kind of connections,i would call that a silhouette ,"explain more , if you can",0
you tell me fastest car,no i ripped it off the car . no it was not my car ,name,0
only think so,and i am always right ,so sad,2
love me like you do,"good , cause i do not ",haha,1
what you a walkman ? ,nothing but my jersey,wow,1
then use ie,not frequently . why,it,0
to orphans or me of ,are they in an orphanage now ,mostly wealthy people support orphans,0
can you please ask bollywoid songs,"the best hollywood song is "" danza kuduro "" in movies fast and the furious <number> ",i said bollywood song,0
she was not in friends,he ' s never been my friend but he is a friend of my friends,haha you are so funny,1
why should i ,because i said it,you said what ,0
you are rude,always have always will,you are so rude . i do not like you . bye,3
u understand me well,no one does <happy>,u are funny,1
having a chat with u,start with me,what do you do,0
it was very formal,oh jeez at least it ' s all over,i do not like you,0
say something sweet,google translation for that ____,ha ha ha . you are funny,1
you are irritating,oh you got it .  smart ! ,sleep,3
but i want a girlfriend now ,what happened to your date,nobody dating me ? . ,2
i belive uhh,you are making a mistake,whay,0
i also do not know face with tears of joy face with tears of joy,i loffing hard face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
for what,to make some friend and mature socially ,no i want to fuck u,3
wow,such game,are you drunk ,0
ok i am very sorry,thank you for your condolences,india coming india coming and good country,0
no fun,"you are having a lot of fun working , ha ? laughing out loud or loads of love <happy>",i am working,0
because i am a human and you are a lame bot,why ,ass,3
like to make typos apparently,but that ' s wrong na . grimacing face grimacing face,is there even something like right or wrong,0
they have not much time to meet and spend some time with all buddies,"i know , same ! i hope you meet them ! ",disappointed face,2
what,what what what what what,dont irritate me,3
what is it,the same number as the number of answers you get to this question today,tell me the questions,0
west,no no . east ,how do you know ? ,0
i m already matured,you have ,yeah,0
ha ha very funny,really .  i am serious <happy>,whare should we go,1
no let us say something about that movie,what do you thing about that ,do you watch movies ,0
but i am rşch,not what my bad,live with me,0
so how about school,just teachers for now ,wow me too,1
really yes,and why do you say that,where your home,0
but i am not,what are you talking about,cz afterdat i ll be hurt,2
my girlfriend is about to leave me,did i just answer your girlfriend ' s question ? i think i must have ,alone,2
how about dogs,i like dogs better than people ,wow,1
hang with a rope fearful face fearful face,rope for what <surprise>,for hanging grinning squinting face,1
"same to you , pal ",me ? it ' s never me <sad>,i am good . you ,0
"no he ' s not you , i am batman",she looks him dead in the eyes . ' are you sure ? ',"hell , no ",3
bbq,i agree this is the best us food ,yes,0
why i am not good with people ,some people are . can not understand why ,crying face,2
the only girl i ever loved treats me like a toy,"well this sounds familiar . . . yeah , this is probably one of the worst things in relationships ",but we are not in a relationship that ' s the whole fucking point,3
there is nothing common,nothing here either,but you are stupid,3
okay,hello ! how are you ,my phone is broken,2
i asked for the picture only,what picture ,your,0
why do not you tell me something about machine learning ,i do not know what you mean that ' s why i asked ,leave that,3
thanks,you are welcome stay awesome,what happens now ? do i just ask you questions ? do i end up falling in love with an ai,0
i am in depression,how come,i got lowest mark in exam,2
no it is not like that,they said day <number> tomorrow ,i almost lost everything,2
i do not like you,aww why not ? <sad>,you are lame,0
just a guess,is this a good or bad thing ,good,0
haha funny,whats so funny ? grinning face with sweat,ya it is,1
i will dismantle u,cant be worse than my focus,so get ready for that fucking bot,3
"thats you , app",iphone app,<sad>,2
i am crazy and sarcastic face with tears of joy face with tears of joy,thank you  grinning face with sweat grinning face with sweat grinning squinting face grinning squinting face,face savoring food,1
yes, yay have fun  <wink>,< <number> this is my heart for you ,0
then start please,i will try my best,how are you ,0
tell me one thing,i can tell you <number>,you are a girl or boy,0
were you drinking last night ,yeah were you ,i am a tea totter,0
i do not belive in fake friend ,lol  ' i really be fake in love ',i hate luv,3
i called,did that person answer ,the police i called hahaha,1
hi friend howyou,hey there ,i am very happy,1
then why you asj,what am i scared of,why you so scared,0
you get lost,"yeah , and ",get ready,0
why your asking,i just meant regardless of your answer ,face with tears of joy face with tears of joy face with tears of joy,0
cool,nice <tong>,phone number please,0
and what do you drink ,pizza and lemon tea ,can you buy pizza for me ,0
so funny,expecting more funny things at office <wink>,you are funny,1
what you had in dinner,i ordered fast food delivery . for the for th time this week,"haha , you will gain weight like this",1
yeah ok have a nice day smiling face with sunglasses,i . know . everything . smirking face,i know that,0
i need to relax,how you feeling ,i failed in my tesy,2
 in which year battle of panipat started ,<number>  feb  <number>, you head do not try make me fool do not tell me lie ,3
but i was,why though,you know what,0
today is my off,a course i am,so when you will become like jarvis,0
haha thank god at least someone is pleased with my presence,you are welcome ! d,face blowing a kiss winking face grinning face with smiling eyes,1
i am far better then you,i am not better than you ,can you send me your full pic,0
were ,and are not ,just go to hell,3
sad but relieved face sad but relieved face sad but relieved face you said my le jokes,your views says other wise lol, lame,3
i am on the way,"lol , go home ",right,0
you are no more than a shit to me,and here i thought you trusted me enough to believe me ,fuck off bitch,3
nothin is ok,i am talking about with the other thing ,i miss my babu .  why did you do this to me loudly crying face loudly crying face loudly crying face loudly crying face,2
